video_id,url,title,channel_name,status,caption_kind,caption_language,text_path,processed_at,error
OfkOHFgjZek,https://www.youtube.com/watch?v=OfkOHFgjZek,Will the Trump Family’s Outrageous Stablecoin Grift Backfire and Make People Not Want Stablecoins?,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\OfkOHFgjZek.txt,2026-09-20T06:51:46.393708+00:00,
OnEOcaUnBg0,https://www.youtube.com/watch?v=OnEOcaUnBg0,Companies Focused on Financialization Instead of Workplace Culture Have a “Paul O’Neill Problem”,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\OnEOcaUnBg0.txt,2026-09-20T06:53:21.341465+00:00,
Oxk8BAFUdBE,https://www.youtube.com/watch?v=Oxk8BAFUdBE,"What the Polish People Did Can Be Adapted to the West, with Some Caveats",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\Oxk8BAFUdBE.txt,2026-09-20T06:51:10.850170+00:00,
Qvf4YA24LXM,https://www.youtube.com/watch?v=Qvf4YA24LXM,The Real Reason They’re Getting Rid of Pennies? It’s Another Step toward a Cashless Society,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\Qvf4YA24LXM.txt,2026-09-20T06:49:56.663175+00:00,
RD8gcj5aP74,https://www.youtube.com/watch?v=RD8gcj5aP74,"When ""Net-Energy-Plus"" People Lead, Followers Follow—but Keep the ""Slugs"" in the Corner!",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\RD8gcj5aP74.txt,2026-09-20T06:45:33.269331+00:00,
RRPA9FVZ2Ds,https://www.youtube.com/watch?v=RRPA9FVZ2Ds,There Was a Moment on 9/11 When the Bush Administration Realized There’s Another Player on the Block,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\RRPA9FVZ2Ds.txt,2026-09-20T06:48:44.270298+00:00,
RRdQPuFQCik,https://www.youtube.com/watch?v=RRdQPuFQCik,Questioning Policies Is More Effective than Direct Political Confrontation,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\RRdQPuFQCik.txt,2026-09-20T06:50:58.792851+00:00,
SAT9VaizQiY,https://www.youtube.com/watch?v=SAT9VaizQiY,Making the Transition from Credit Cards to Using Cash Is Worth It,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\SAT9VaizQiY.txt,2026-09-20T06:49:46.215453+00:00,
SOADMgNpZr0,https://www.youtube.com/watch?v=SOADMgNpZr0,Critical Mass Can Be Achieved by Connecting Different Networks That Oppose the Government,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\SOADMgNpZr0.txt,2026-09-20T06:50:47.038950+00:00,
SR4Myof7g0Q,https://www.youtube.com/watch?v=SR4Myof7g0Q,"The Poles Developed a Brilliant, Decentralized Formula for How to Confront a Tyrannical Government",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\SR4Myof7g0Q.txt,2026-09-20T06:51:10.827231+00:00,
SkLWbV2A-aI,https://www.youtube.com/watch?v=SkLWbV2A-aI,The Numbers Tell the Story: It’s a Shutdown of the Global Economy,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\SkLWbV2A-aI.txt,2026-09-20T06:53:03.515410+00:00,
W4aWp1dC5ZU,https://www.youtube.com/watch?v=W4aWp1dC5ZU,State Legislators Listen to Voters Who Voice Their Opinion,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\W4aWp1dC5ZU.txt,2026-09-20T06:48:38.583684+00:00,
WCezIGm3Cp4,https://www.youtube.com/watch?v=WCezIGm3Cp4,AI Has Been Weaponized by the Guys Who Weaponize Everything,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\WCezIGm3Cp4.txt,2026-09-20T06:51:43.635289+00:00,
WET6BjpHGkc,https://www.youtube.com/watch?v=WET6BjpHGkc,Your “Pattern-of-Life” Data Creates a Profile That Government Could Use to Flag You as a Terrorist,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\WET6BjpHGkc.txt,2026-09-20T06:52:13.197876+00:00,
WFgjKQU-yFE,https://www.youtube.com/watch?v=WFgjKQU-yFE,It’s No Coincidence That “Well-Baby Visits” Sync Up with the Vaccine Schedule,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\WFgjKQU-yFE.txt,2026-09-20T06:52:29.683649+00:00,
WGn_E_9ZS2Q,https://www.youtube.com/watch?v=WGn_E_9ZS2Q,And the Award for Worst Marketing Job of the Year Goes to... Treasury Secretary Scott Bessent,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\WGn_E_9ZS2Q.txt,2026-09-20T06:50:52.951251+00:00,
XBdxRddutME,https://www.youtube.com/watch?v=XBdxRddutME,"Things Will Change, but the Hardest Part Is We First Need to Find Each Other",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\XBdxRddutME.txt,2026-09-20T06:50:27.050327+00:00,
XdWOJT8oaqY,https://www.youtube.com/watch?v=XdWOJT8oaqY,"Consider Trauma As “Money in the Bank”—When You Release It, There Are Lessons to Be Learned",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\XdWOJT8oaqY.txt,2026-09-20T06:49:06.162676+00:00,
Xu8_onfDCsQ,https://www.youtube.com/watch?v=Xu8_onfDCsQ,Young People Are Getting Excited about Going Back to Traditional Ways,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\Xu8_onfDCsQ.txt,2026-09-20T06:52:35.944989+00:00,
YItOkNjS4OY,https://www.youtube.com/watch?v=YItOkNjS4OY,The Push to Control Energy Is On; It’s Creating Energy Scarcity Globally,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\YItOkNjS4OY.txt,2026-09-20T06:53:18.968760+00:00,
ZW6Lf7iQV3Q,https://www.youtube.com/watch?v=ZW6Lf7iQV3Q,"One Way to Deal with Inflation: Eat Local, Eat Real Food, and Cook It Yourself",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\ZW6Lf7iQV3Q.txt,2026-09-20T06:45:31.556069+00:00,
aQYwmh0gCQo,https://www.youtube.com/watch?v=aQYwmh0gCQo,"The Entire Pentagon Budget Is Organized to Push Stocks Up, Not Win Wars",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\aQYwmh0gCQo.txt,2026-09-20T06:52:30.481378+00:00,
ad0pzcCcJ04,https://www.youtube.com/watch?v=ad0pzcCcJ04,The Way to Get People out of the Trance Is to Get Them into the Creative Mode,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\ad0pzcCcJ04.txt,2026-09-20T06:51:56.176492+00:00,
eRQbIpPkxVE,https://www.youtube.com/watch?v=eRQbIpPkxVE,This Chart Confirms What We Already Suspected. The Medical Industry Is a Total Fraud,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\eRQbIpPkxVE.txt,2026-09-20T06:51:27.237485+00:00,
eoeftpuyQXw,https://www.youtube.com/watch?v=eoeftpuyQXw,The Traditional Worldview of What It Means to Be Human Is under Attack—It’s “Worldview Warfare”,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\eoeftpuyQXw.txt,2026-09-20T06:52:24.431559+00:00,
es1SX2TSqz8,https://www.youtube.com/watch?v=es1SX2TSqz8,One of the Primary Reasons for War Is to Control Your Domestic Population,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\es1SX2TSqz8.txt,2026-09-20T06:50:15.708410+00:00,
eyItREqSFvA,https://www.youtube.com/watch?v=eyItREqSFvA,"There Is No Escape from Global Policy Agenda, Stay in Your Country & Fight for What You Believe In",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\eyItREqSFvA.txt,2026-09-20T06:52:07.866337+00:00,
gARqk3nMoGc,https://www.youtube.com/watch?v=gARqk3nMoGc,Food Is a Gateway to Healing Chronic Illness,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\gARqk3nMoGc.txt,2026-09-20T06:52:40.629465+00:00,
hMSD8_AvyAM,https://www.youtube.com/watch?v=hMSD8_AvyAM,Turning Earth into Gold: That’s Alchemy,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\hMSD8_AvyAM.txt,2026-09-20T06:49:00.094113+00:00,
hxQGwThmCD8,https://www.youtube.com/watch?v=hxQGwThmCD8,Sound Can Be Healing,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\hxQGwThmCD8.txt,2026-09-20T06:49:12.238361+00:00,
ilzuEH2Enr4,https://www.youtube.com/watch?v=ilzuEH2Enr4,"Through Technology, a Centuries-Old Battle Is Coming to a Head",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\ilzuEH2Enr4.txt,2026-09-20T06:51:51.765014+00:00,
j4rItIYZV_o,https://www.youtube.com/watch?v=j4rItIYZV_o,Young People Are Not Interested in the Uniparty; Change Is Coming,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\j4rItIYZV_o.txt,2026-09-20T06:50:21.155828+00:00,
m50hk1fyOYs,https://www.youtube.com/watch?v=m50hk1fyOYs,9/11 Was the Equivalent of Agatha Christie’s “Murder on the Orient Express”,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\m50hk1fyOYs.txt,2026-09-20T06:48:56.001687+00:00,
mD_aE7ZCMoo,https://www.youtube.com/watch?v=mD_aE7ZCMoo,The Paradigm Shift from a Two-Lock to a Three-Lock Financial Transaction System,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\mD_aE7ZCMoo.txt,2026-09-20T06:52:18.801719+00:00,
mq7GSzwaGBw,https://www.youtube.com/watch?v=mq7GSzwaGBw,A Discussion of Open-Source AI with Travis Oliphant (Full Interview),The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\mq7GSzwaGBw.txt,2026-09-20T06:51:40.396502+00:00,
oGWf3g8iYLA,https://www.youtube.com/watch?v=oGWf3g8iYLA,"With Surveillance Systems Nearly Here, Is Mr. Global Getting Ready to Bring Out Breakthrough Energy?",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\oGWf3g8iYLA.txt,2026-09-20T06:50:53.273419+00:00,
oc8B5AqvkUE,https://www.youtube.com/watch?v=oc8B5AqvkUE,Plasma Shows Us That We Are Not Alone in the Universe,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\oc8B5AqvkUE.txt,2026-09-20T06:52:52.571497+00:00,
p0jPh9KrCgc,https://www.youtube.com/watch?v=p0jPh9KrCgc,Small Banks and Legislators Need to Realize That Programmable Money Will Put Them out of Business,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\p0jPh9KrCgc.txt,2026-09-20T06:45:25.535322+00:00,
p0mDiJCUXWc,https://www.youtube.com/watch?v=p0mDiJCUXWc,It’s Time for the Crypto Industry to Step Up and Help to Put Up Guardrails,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\p0mDiJCUXWc.txt,2026-09-20T06:50:48.028539+00:00,
qy-4MKNeDzU,https://www.youtube.com/watch?v=qy-4MKNeDzU,The Government Is Not the Culture,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\qy-4MKNeDzU.txt,2026-09-20T06:51:16.644854+00:00,
qy_N0XOlApA,https://www.youtube.com/watch?v=qy_N0XOlApA,Find a Legislator Who Will Champion Your Bill—and Build a Relationship with Them,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\qy_N0XOlApA.txt,2026-09-20T06:49:25.477784+00:00,
r7POfIOIJd8,https://www.youtube.com/watch?v=r7POfIOIJd8,How Do We Restore Privacy in the Home? Step One: Get Rid of the TV,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\r7POfIOIJd8.txt,2026-09-20T06:52:08.280090+00:00,
r8zJxgGRapQ,https://www.youtube.com/watch?v=r8zJxgGRapQ,Inflation Is Determined More by Policy than Technological Innovation,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\r8zJxgGRapQ.txt,2026-09-20T06:51:35.051535+00:00,
raxt96y9XFQ,https://www.youtube.com/watch?v=raxt96y9XFQ,Threat of Tariffs and Europe’s Talk of a “Tech Tax” Are the Fight to Control Digital Train Tracks,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\raxt96y9XFQ.txt,2026-09-20T06:51:24.292167+00:00,
sSrRCNjcm5I,https://www.youtube.com/watch?v=sSrRCNjcm5I,"AI Advice Suppresses Critical Thinking, Making People More Likely to Parrot Incorrect Information",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\sSrRCNjcm5I.txt,2026-09-20T06:50:27.212891+00:00,
sjqzf9ER_mA,https://www.youtube.com/watch?v=sjqzf9ER_mA,Nurses Who Practice in the Spirit of Florence Nightingale Are Not on Hospital Floors Anymore,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\sjqzf9ER_mA.txt,2026-09-20T06:49:52.540787+00:00,
tK4hyAbE3rw,https://www.youtube.com/watch?v=tK4hyAbE3rw,The Poles Are Highly Educated: A Manhattan Driver Who’d Been a Professor in Poland Taught Me Physics,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\tK4hyAbE3rw.txt,2026-09-20T06:51:04.850591+00:00,
tQjAGbYIw00,https://www.youtube.com/watch?v=tQjAGbYIw00,Is Some of the Missing Money Being Used to Build and Sustain Data Centers?,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\tQjAGbYIw00.txt,2026-09-20T06:51:50.761893+00:00,
tUE5vpNZDtU,https://www.youtube.com/watch?v=tUE5vpNZDtU,"With Milk, the Cream Always Rises to the Top; We Could Say the Same about the Oligarchs",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\tUE5vpNZDtU.txt,2026-09-20T06:49:40.756117+00:00,
tXxuSX7iNeM,https://www.youtube.com/watch?v=tXxuSX7iNeM,Is the Plan to Plunder the West?,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\tXxuSX7iNeM.txt,2026-09-20T06:52:47.022075+00:00,
taUQwaop3Ro,https://www.youtube.com/watch?v=taUQwaop3Ro,"If the Universe Consists of 99.9% Plasma, Then 99.9% of All Life-Forms Probably Consist of Plasma",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\taUQwaop3Ro.txt,2026-09-20T06:52:51.430814+00:00,
tdcH4dZ12vQ,https://www.youtube.com/watch?v=tdcH4dZ12vQ,Student Loan Debt Was Intentionally Caused through Fraudulent Inducement,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\tdcH4dZ12vQ.txt,2026-09-20T06:50:32.863214+00:00,
v-BQUZFqnRc,https://www.youtube.com/watch?v=v-BQUZFqnRc,How Do We Help State Leaders Focus on the Urgency of Putting Guardrails on Programmable Money?,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\v-BQUZFqnRc.txt,2026-09-20T06:50:14.813360+00:00,
v02RjgeEg7Y,https://www.youtube.com/watch?v=v02RjgeEg7Y,China Has No Other Choice Than to Export Their Deflation,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\v02RjgeEg7Y.txt,2026-09-20T06:49:57.915633+00:00,
v4d389XfJbA,https://www.youtube.com/watch?v=v4d389XfJbA,Flock License Plate Readers Create an Overly Broad Dragnet,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\v4d389XfJbA.txt,2026-09-20T06:51:04.830645+00:00,
v5Hdh0OeemA,https://www.youtube.com/watch?v=v5Hdh0OeemA,"What Are the Impacts of Inflation, Both in Terms of People’s Everyday Concerns and Politics?",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\v5Hdh0OeemA.txt,2026-09-20T06:51:32.537369+00:00,
vR-o6IGspmU,https://www.youtube.com/watch?v=vR-o6IGspmU,Turtling for Cash Part II (Full Interview),The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\vR-o6IGspmU.txt,2026-09-20T06:52:01.806589+00:00,
vVa6h4WYlOw,https://www.youtube.com/watch?v=vVa6h4WYlOw,"In the U.S., the AI Agenda Is about Control. The Chinese Use AI to Be Productive",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\vVa6h4WYlOw.txt,2026-09-20T06:52:41.438570+00:00,
wfpVe_F_0UE,https://www.youtube.com/watch?v=wfpVe_F_0UE,People Making Money from Bubbled Stocks Don’t See That They’re Financing the Control Grid,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\wfpVe_F_0UE.txt,2026-09-20T06:51:38.096286+00:00,
wnz7NM7h9R4,https://www.youtube.com/watch?v=wnz7NM7h9R4,The U.S. Is Winning the Energy War by Shutting Down Its Competitors,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\wnz7NM7h9R4.txt,2026-09-20T06:50:09.708588+00:00,
x0S5J-EquJA,https://www.youtube.com/watch?v=x0S5J-EquJA,The Phinance Technologies Inflation Model Is Unique—and a Must-Have to Understand the Economy,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\x0S5J-EquJA.txt,2026-09-20T06:51:29.709735+00:00,
xIZYuhJjYAQ,https://www.youtube.com/watch?v=xIZYuhJjYAQ,The Note from Heaven: Experiencing Power That You Did Not Know You Had,The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\xIZYuhJjYAQ.txt,2026-09-20T06:49:07.897945+00:00,
xPEfDUJiE_w,https://www.youtube.com/watch?v=xPEfDUJiE_w,"The Central Bankers Want to Control Not Just Monetary Policy but Fiscal Policy, Too",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\xPEfDUJiE_w.txt,2026-09-20T06:50:21.072052+00:00,
zXpH1Lw08m0,https://www.youtube.com/watch?v=zXpH1Lw08m0,"Massie’s Supporters (under 65s) Were Saying with Their Vote, “We’ve Had It” with Business As Usual",The Solari Report | Catherine Austin Fitts,captioned,auto,en,normalized\zXpH1Lw08m0.txt,2026-09-20T06:52:35.234957+00:00,
